timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate_pct_num,win_rate_pct
1h,PFR,1.0,sma80,context_after_extreme_flag,0.0,1.0,102,37,65,36.27450980392157,"36,3%"
1h,PFR,1.0,rolling_high_20,after_new_high_flag,0.0,1.0,102,37,65,36.27450980392157,"36,3%"
1h,PFR,1.0,rolling_high_20,context_after_extreme_flag,0.0,1.0,102,37,65,36.27450980392157,"36,3%"
1h,PFR,1.0,rolling_low_20,after_new_high_flag,0.0,1.0,102,37,65,36.27450980392157,"36,3%"
1h,PFR,1.0,rolling_low_20,context_after_extreme_flag,0.0,1.0,102,37,65,36.27450980392157,"36,3%"
1h,PFR,1.5,atr,lower_wick,0.0,0.0,69,25,44,36.231884057971016,"36,2%"
1h,PFR,3.0,upper_wick_pct,clv,0.0,3.0,69,25,44,36.231884057971016,"36,2%"
1h,PFR,2.0,atr_pct,after_new_high_flag,0.0,1.0,94,34,60,36.17021276595745,"36,2%"
1h,PFR,2.0,atr_pct,context_after_extreme_flag,0.0,1.0,94,34,60,36.17021276595745,"36,2%"
1h,DL,1.0,lower_wick_pct,after_new_high_flag,0.0,1.0,47,17,30,36.17021276595745,"36,2%"
1h,DL,1.0,lower_wick_pct,context_after_extreme_flag,0.0,1.0,47,17,30,36.17021276595745,"36,2%"
1h,DL,1.0,clv,after_new_high_flag,0.0,1.0,47,17,30,36.17021276595745,"36,2%"
1h,DL,1.0,clv,context_after_extreme_flag,0.0,1.0,47,17,30,36.17021276595745,"36,2%"
1h,PFR,1.5,range,lower_wick_pct,0.0,0.0,47,17,30,36.17021276595745,"36,2%"
1h,PFR,2.0,pos_in_range_n,dist_to_low_n_pct,3.0,3.0,47,17,30,36.17021276595745,"36,2%"
1h,PFR,1.0,sma80,body,0.0,1.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,sma8,dist_to_low_n_pct,3.0,0.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,sma80,dist_to_high_n_pct,2.0,2.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,atr,pos_in_range_n,3.0,2.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,atr_pct,ret_5_pct,0.0,0.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,atr_pct,dist_to_low_n_pct,2.0,2.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,range,lower_wick,2.0,2.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,range_pct,lower_wick_pct,0.0,1.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,body,body_pct,1.0,1.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,body,clv,1.0,0.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,body,ret_1_pct,1.0,1.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,body,rolling_low_20,2.0,3.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,upper_wick_pct,lower_wick_pct,0.0,0.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,ret_5_pct,rolling_low_20,3.0,1.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,2.0,ma_gap_pct,ret_5_pct,0.0,1.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,2.0,range,lower_wick,1.0,2.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,2.0,range_pct,lower_wick_pct,0.0,1.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,2.0,lower_wick,upper_wick_pct,0.0,0.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,2.0,lower_wick_pct,dist_to_high_n_pct,0.0,0.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,3.0,sma8,upper_wick,2.0,3.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,3.0,ma_gap_pct,body,3.0,3.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,3.0,upper_wick,rolling_high_20,3.0,2.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,3.0,ret_3_pct,ret_5_pct,3.0,3.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,3.0,dist_to_high_n_pct,vol_z,0.0,3.0,36,13,23,36.11111111111111,"36,1%"
1h,PFR,1.5,upper_wick,after_new_high_flag,2.0,1.0,97,35,62,36.08247422680412,"36,1%"
1h,PFR,1.5,upper_wick,context_after_extreme_flag,2.0,1.0,97,35,62,36.08247422680412,"36,1%"
1h,PFR,1.5,lower_wick,after_new_high_flag,1.0,1.0,97,35,62,36.08247422680412,"36,1%"
1h,PFR,1.5,lower_wick,context_after_extreme_flag,1.0,1.0,97,35,62,36.08247422680412,"36,1%"
1h,PFR,1.5,clv,after_new_high_flag,2.0,1.0,97,35,62,36.08247422680412,"36,1%"
1h,PFR,1.5,clv,context_after_extreme_flag,2.0,1.0,97,35,62,36.08247422680412,"36,1%"
1h,PFR,1.5,rsi,after_new_high_flag,2.0,1.0,97,35,62,36.08247422680412,"36,1%"
1h,PFR,1.5,rsi,context_after_extreme_flag,2.0,1.0,97,35,62,36.08247422680412,"36,1%"
1h,PFR,2.0,bars_since_new_high,after_new_high_flag,1.0,1.0,86,31,55,36.04651162790697,"36,0%"
1h,PFR,2.0,bars_since_new_high,context_bars_since_extreme,1.0,1.0,86,31,55,36.04651162790697,"36,0%"
1h,PFR,2.0,bars_since_new_high,context_after_extreme_flag,1.0,1.0,86,31,55,36.04651162790697,"36,0%"
1h,PFR,2.0,after_new_high_flag,context_bars_since_extreme,1.0,1.0,86,31,55,36.04651162790697,"36,0%"
1h,PFR,2.0,context_bars_since_extreme,context_after_extreme_flag,1.0,1.0,86,31,55,36.04651162790697,"36,0%"
1h,PFR,1.0,sma80,rolling_high_20,0.0,0.0,100,36,64,36.0,"36,0%"
1h,PFR,1.0,sma80,rolling_low_20,0.0,0.0,100,36,64,36.0,"36,0%"
1h,PFR,2.0,lower_wick,lower_wick_pct,0.0,0.0,64,23,41,35.9375,"35,9%"
1h,DL,1.5,dist_to_high_n_pct,pullback_from_new_high_pct,3.0,3.0,39,14,25,35.8974358974359,"35,9%"
1h,DL,1.5,dist_to_high_n_pct,context_pullback_pct,3.0,3.0,39,14,25,35.8974358974359,"35,9%"
1h,DL,2.0,ma_gap_pct,dist_to_sma80_pct,3.0,3.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,1.0,lower_wick_pct,pullback_from_new_high_pct,0.0,0.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,1.0,lower_wick_pct,context_pullback_pct,0.0,0.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,1.5,sma80,range_pct,3.0,0.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,1.5,ma_gap_pct,range,0.0,0.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,1.5,dist_to_sma80_pct,lower_wick_pct,3.0,3.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,1.5,range_pct,lower_wick_pct,2.0,2.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,1.5,range_pct,rolling_low_20,0.0,3.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,2.0,dist_to_sma80_pct,body_pct,0.0,0.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,0.0,0.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,2.0,atr,rolling_high_20,1.0,1.0,39,14,25,35.8974358974359,"35,9%"
1h,PFR,2.0,slope_strength,dist_to_low_n_pct,3.0,3.0,53,19,34,35.84905660377358,"35,8%"
1h,PFR,1.0,sma8,lower_wick,0.0,0.0,67,24,43,35.82089552238806,"35,8%"
1h,PFR,1.0,lower_wick,rolling_high_20,0.0,0.0,67,24,43,35.82089552238806,"35,8%"
1h,PFR,1.0,sma8,upper_wick,0.0,1.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,1.0,upper_wick,rolling_high_20,1.0,0.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,1.0,upper_wick,rolling_low_20,1.0,0.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,1.5,atr_pct,upper_wick_pct,0.0,0.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,1.5,range,body_pct,0.0,0.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,1.5,range,ret_1_pct,0.0,0.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,1.5,clv,ret_3_pct,0.0,0.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,1.5,rolling_low_20,bars_since_new_high,2.0,0.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,1.5,rolling_low_20,context_bars_since_extreme,2.0,0.0,42,15,27,35.714285714285715,"35,7%"
1h,PFR,3.0,rsi,after_new_high_flag,0.0,1.0,90,32,58,35.55555555555556,"35,6%"
1h,PFR,3.0,rsi,context_after_extreme_flag,0.0,1.0,90,32,58,35.55555555555556,"35,6%"
1h,DL,1.5,atr_pct,after_new_high_flag,3.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,atr_pct,context_after_extreme_flag,3.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,range,after_new_high_flag,3.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,range,context_after_extreme_flag,3.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,range_pct,after_new_high_flag,1.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,range_pct,context_after_extreme_flag,1.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,body_pct,ret_1_pct,0.0,3.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,body_pct,after_new_high_flag,0.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,body_pct,context_after_extreme_flag,0.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,upper_wick_pct,after_new_high_flag,0.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,upper_wick_pct,context_after_extreme_flag,0.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,clv,after_new_high_flag,1.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,clv,context_after_extreme_flag,1.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,ret_1_pct,after_new_high_flag,3.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,ret_1_pct,context_after_extreme_flag,3.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,ret_3_pct,after_new_high_flag,1.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,DL,1.5,ret_3_pct,context_after_extreme_flag,1.0,1.0,45,16,29,35.55555555555556,"35,6%"
1h,PFR,1.0,atr_pct,body,0.0,0.0,45,16,29,35.55555555555556,"35,6%"
1h,PFR,1.0,range_pct,bars_since_new_high,2.0,0.0,45,16,29,35.55555555555556,"35,6%"
1h,PFR,1.0,range_pct,context_bars_since_extreme,2.0,0.0,45,16,29,35.55555555555556,"35,6%"
1h,PFR,1.5,atr,range_pct,0.0,0.0,45,16,29,35.55555555555556,"35,6%"
1h,PFR,1.5,body,lower_wick,0.0,0.0,45,16,29,35.55555555555556,"35,6%"
1h,PFR,2.0,atr,range,2.0,2.0,45,16,29,35.55555555555556,"35,6%"
1h,PFR,2.0,sma80,rolling_low_20,3.0,3.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,sma80,after_new_high_flag,3.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,sma80,context_after_extreme_flag,3.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,body,after_new_high_flag,2.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,body,context_after_extreme_flag,2.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,lower_wick,after_new_high_flag,2.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,lower_wick,context_after_extreme_flag,2.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,lower_wick_pct,after_new_high_flag,3.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,lower_wick_pct,context_after_extreme_flag,3.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,rolling_low_20,after_new_high_flag,3.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,rolling_low_20,context_after_extreme_flag,3.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,dist_to_low_n_pct,after_new_high_flag,3.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,PFR,2.0,dist_to_low_n_pct,context_after_extreme_flag,3.0,1.0,93,33,60,35.483870967741936,"35,5%"
1h,DL,1.0,dist_to_sma80_pct,rsi,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,DL,1.5,atr,lower_wick,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,DL,2.0,sma8,atr,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,DL,2.0,sma80,atr,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,DL,2.0,atr,rolling_high_20,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,DL,2.0,atr,rolling_low_20,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,sma8,clv,2.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,sma8,rsi,3.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,sma80,rsi,3.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,ma_gap_pct,atr_pct,1.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,ma_gap_pct,upper_wick,3.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,dist_to_sma80_pct,pullback_from_new_high_pct,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,dist_to_sma80_pct,context_pullback_pct,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,atr_pct,upper_wick,1.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,atr_pct,upper_wick_pct,0.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,range,dist_to_high_n_pct,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,body,vol_z,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,upper_wick,lower_wick_pct,2.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,upper_wick,ret_5_pct,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,upper_wick,pullback_from_new_high_pct,2.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,upper_wick,context_pullback_pct,2.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,clv,rolling_high_20,0.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,clv,pos_in_range_n,2.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,rsi,rolling_high_20,1.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,rsi,rolling_low_20,1.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,rolling_high_20,bars_since_new_high,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,rolling_high_20,context_bars_since_extreme,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,rolling_low_20,bars_since_new_high,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.0,rolling_low_20,context_bars_since_extreme,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,sma8,ma_gap_pct,3.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,sma8,atr_pct,3.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,sma80,ma_gap_pct,3.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,ma_gap_pct,rolling_low_20,0.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,ma_gap_pct,dist_to_high_n_pct,3.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,dist_to_sma80_pct,upper_wick_pct,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,atr_pct,body_pct,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,atr_pct,ret_1_pct,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,atr_pct,rolling_high_20,1.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,range,dist_to_high_n_pct,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,range_pct,lower_wick_pct,2.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,body,upper_wick,0.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,body_pct,lower_wick_pct,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,upper_wick,lower_wick,2.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,upper_wick,pos_in_range_n,1.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,upper_wick,pullback_from_new_high_pct,1.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,upper_wick,context_pullback_pct,1.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,lower_wick_pct,ret_1_pct,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,clv,rolling_low_20,0.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,rolling_high_20,bars_since_new_high,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,rolling_high_20,context_bars_since_extreme,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,rolling_low_20,bars_since_new_high,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,rolling_low_20,context_bars_since_extreme,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,dist_to_high_n_pct,vol_z,2.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,sma8,range,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,sma80,range,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,ma_gap_pct,rolling_low_20,2.0,1.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,range,rolling_high_20,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,range,rolling_low_20,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,range,vol_z,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,range,pullback_from_new_high_pct,3.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,range,context_pullback_pct,3.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,body,lower_wick,2.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,body,ret_5_pct,3.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,body_pct,upper_wick_pct,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,body_pct,pullback_from_new_high_pct,0.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,body_pct,context_pullback_pct,0.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,upper_wick,bars_since_new_high,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,upper_wick,context_bars_since_extreme,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,upper_wick_pct,ret_1_pct,0.0,0.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,lower_wick_pct,ret_5_pct,3.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,ret_1_pct,pullback_from_new_high_pct,0.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,2.0,ret_1_pct,context_pullback_pct,0.0,2.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,3.0,sma8,upper_wick_pct,2.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,3.0,ma_gap_pct,body_pct,3.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,3.0,ma_gap_pct,ret_1_pct,3.0,3.0,31,11,20,35.483870967741936,"35,5%"
1h,PFR,1.5,range,body,2.0,2.0,48,17,31,35.41666666666667,"35,4%"
1h,PFR,2.0,range_pct,lower_wick,0.0,0.0,48,17,31,35.41666666666667,"35,4%"
1h,PFR,3.0,rsi,pos_in_range_n,0.0,0.0,48,17,31,35.41666666666667,"35,4%"
1h,PFR,1.0,sma80,lower_wick,0.0,0.0,68,24,44,35.294117647058826,"35,3%"
1h,PFR,1.0,lower_wick,rolling_low_20,0.0,0.0,68,24,44,35.294117647058826,"35,3%"
1h,PFR,2.0,pos_in_range_n,dist_to_high_n_pct,0.0,3.0,51,18,33,35.294117647058826,"35,3%"
1h,PFR,1.0,range,upper_wick,0.0,1.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.0,range_pct,body,2.0,1.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.0,body,rolling_high_20,1.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.0,body_pct,rolling_low_20,0.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.0,lower_wick_pct,ret_3_pct,0.0,1.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.0,ret_1_pct,rolling_low_20,0.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.0,ret_3_pct,dist_to_low_n_pct,2.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.0,pos_in_range_n,pullback_from_new_high_pct,2.0,1.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.0,pos_in_range_n,context_pullback_pct,2.0,1.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.5,ma_gap_pct,pullback_from_new_high_pct,0.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.5,ma_gap_pct,context_pullback_pct,0.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.5,slope_strength,rsi,1.0,1.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.5,slope_strength,dist_to_low_n_pct,1.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.5,atr,ret_5_pct,0.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.5,range,upper_wick,1.0,2.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,1.5,lower_wick,dist_to_high_n_pct,0.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,sma80,body,2.0,2.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,ma_gap_pct,dist_to_high_n_pct,3.0,3.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,slope_strength,ret_3_pct,3.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,atr,pos_in_range_n,3.0,2.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,range,upper_wick_pct,0.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,body,body_pct,1.0,1.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,body,ret_1_pct,1.0,1.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,lower_wick,lower_wick_pct,2.0,2.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,ret_5_pct,vol_z,2.0,3.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,3.0,lower_wick,dist_to_low_n_pct,0.0,0.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,3.0,ret_5_pct,bars_since_new_high,1.0,3.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,3.0,ret_5_pct,context_bars_since_extreme,1.0,3.0,34,12,22,35.294117647058826,"35,3%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_low_n_pct,3.0,3.0,54,19,35,35.18518518518518,"35,2%"
1h,PFR,2.0,dist_to_high_n_pct,pullback_from_new_high_pct,2.0,2.0,54,19,35,35.18518518518518,"35,2%"
1h,PFR,2.0,dist_to_high_n_pct,context_pullback_pct,2.0,2.0,54,19,35,35.18518518518518,"35,2%"
1h,PFR,1.0,sma8,range_pct,0.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.0,sma8,lower_wick_pct,0.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.0,sma80,range_pct,0.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.0,atr,upper_wick,0.0,1.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.0,range_pct,rolling_high_20,0.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.0,range_pct,rolling_low_20,0.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.0,range_pct,vol_z,1.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.0,lower_wick_pct,rolling_high_20,0.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.0,ret_5_pct,pos_in_range_n,0.0,1.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.5,ma_gap_pct,bars_since_new_high,1.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.5,ma_gap_pct,context_bars_since_extreme,1.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.5,atr,upper_wick,2.0,2.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,1.5,range,upper_wick,2.0,3.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,0.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,2.0,body,body_pct,2.0,1.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,2.0,body,ret_1_pct,2.0,1.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,2.0,upper_wick_pct,clv,2.0,1.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,2.0,lower_wick_pct,vol_z,0.0,0.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,3.0,sma80,upper_wick,2.0,3.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,3.0,upper_wick,rolling_low_20,3.0,2.0,37,13,24,35.13513513513514,"35,1%"
1h,PFR,2.0,ma_gap_pct,after_new_high_flag,0.0,1.0,94,33,61,35.1063829787234,"35,1%"
1h,PFR,2.0,ma_gap_pct,context_after_extreme_flag,0.0,1.0,94,33,61,35.1063829787234,"35,1%"
1h,PFR,1.5,dist_to_high_n_pct,after_new_high_flag,2.0,1.0,97,34,63,35.051546391752574,"35,1%"
1h,PFR,1.5,dist_to_high_n_pct,context_after_extreme_flag,2.0,1.0,97,34,63,35.051546391752574,"35,1%"
1h,PFR,1.5,vol_z,after_new_high_flag,1.0,1.0,97,34,63,35.051546391752574,"35,1%"
1h,PFR,1.5,vol_z,context_after_extreme_flag,1.0,1.0,97,34,63,35.051546391752574,"35,1%"
